IF,IG,IH,IM,PROT,CATH,ISRA,GER,FR,ITA,ROM,ED1,ED2,ED3,SINGL1,SINGL2,MORT,DECM10,DECM50,DECM.1,DECIG10,DECIG.6,WL.WL65,WLEXAGR.W65,ALT.1,ALT.2,ALT.3,MAGR,MIND,WAGR,WIND,PROPWAGR,PROPWIND,PROPWOTH,PROPWTO,TAGR,TIND,ENTERPR,COTTENTERPR,AGRENTERPR,IND.ENTERPR,COMM.ENTRPR,TRANS.ENTERPR,ADM.ENTERPR,HOTEL.ENTERPR,WCOTTAGE,SEX1900,CBR,CDR,CMR,NGR,TGR,SEX1910,BORNCOM,BORNFOR,COTTIND,SIZHOLD,SIZLOT,TOTHOLD,PRFIELD,PRMEADO,PRVINE,PRMAGR,PRMIND,PRWAGR,PRWIND,PRAGRIC,PRIND,WAGRIENT,WINDENT,WLFENT,TRANSP,ADMINI,COMBINE,LABEL,Key,Canton,District1,District2,
280,646,10,425,95100,4700,0,98300,700,900,0,39000,5000,31000,82800,20000,110,1876700,1910300,1915700,1903600,1913900,454,397,88000,12000,0,306,547,126,711,169,391,353,330,246,602,166,150,470,394,102,16,17,28,62,914,27,15,-6,12,6,927,58090,2720,122,3640,714,196,342,578,1,42380,47350,42120,47810,42270,47560,44400,44800,44560,16030,14960,30990,L1019,1910,Argovie,Zofingen,,
337,692,15,476,18600,79000,2100,97200,500,2200,0,35000,4000,39000,78800,14200,148,1875100,1911800,1921000,1877700,1919600,558,296,98000,2000,0,510,370,468,384,326,353,393,345,495,375,231,54,613,237,106,25,18,38,39,1031,26,20,-5,7,1,1006,65160,6690,69,4471,225,50,318,497,32,62520,29220,68980,21110,65340,25670,46140,35940,43700,6260,6780,13040,L1119,1911,Argovie,Zurzach,,
294,529,41,518,60200,38600,100,88300,400,11000,100,48000,2000,41000,72700,9400,155,1874000,1900400,1923400,1879100,1892800,427,400,100000,0,0,197,593,64,740,121,343,281,296,158,636,206,212,352,436,177,20,15,85,98,992,30,15,19,15,34,995,34260,21520,349,4596,551,120,95,834,2,27300,56710,29980,52590,28330,55130,40500,36500,38270,51650,19300,70950,L120,2001,Thurgove,Arbon,,
261,543,20,460,67000,32300,0,91100,500,8200,100,46000,4000,33000,78300,15200,134,1877100,1911200,1919100,1880600,1900300,505,463,49000,51000,0,286,590,83,754,134,404,411,346,216,647,237,206,367,435,164,19,14,73,113,945,26,15,12,11,23,943,33060,13650,378,6315,697,110,142,720,4,36400,51400,32380,52500,34620,51890,41510,44900,44380,10300,14410,24710,L220,2002,Thurgove,Bischofszell,,
327,592,28,531,63800,35000,800,91800,600,7400,0,42000,2000,29000,76800,17100,130,1873900,1895700,1920300,1877200,1886900,499,263,100000,0,0,401,487,473,413,341,272,308,305,423,464,200,28,578,269,114,20,19,41,16,983,25,25,18,0,18,1088,47180,16860,47,6217,295,47,337,488,23,54890,37320,63850,26230,58510,32840,44080,32260,40400,4430,10570,15000,L320,2003,Thurgove,Diessenhofen,,
252,490,18,496,71100,28300,0,96700,400,2600,100,50000,3000,36000,83000,11500,146,1875200,1915500,1921800,1879500,1882800,482,337,75000,25000,0,337,510,301,497,298,316,385,321,325,506,204,104,493,331,137,22,16,66,59,1040,25,15,-1,10,9,988,39190,9180,129,6555,351,53,182,550,31,39070,50260,50160,33790,43460,43740,45720,30610,39620,9150,15020,24160,L420,2004,Thurgove,Frauenfeld,,
238,473,26,473,64600,34500,400,93800,500,5300,0,50000,4000,43000,78700,13200,144,1875300,1908100,1924000,1879000,1887000,400,325,78000,22000,0,311,511,187,562,196,308,363,288,275,526,215,143,441,356,165,22,16,72,82,972,24,16,5,8,13,994,37510,25650,251,5176,418,81,227,620,17,39370,47350,44490,35180,41470,42360,44000,34070,41020,12060,24810,36870,L520,2005,Thurgove,Kreuzlingen,,
291,649,13,437,43900,56000,0,96100,100,3700,0,42000,5000,21000,82500,15000,141,1874500,1908200,1922100,1880300,1918800,527,438,13000,87000,0,408,518,169,711,173,410,452,336,328,583,267,230,486,381,104,20,8,51,168,989,26,16,8,10,19,1004,41480,6790,410,6298,555,88,103,677,5,50130,43780,45590,43490,48090,43650,42560,44730,44900,4290,9420,13710,L620,2006,Thurgove,Muenchwilen,,
278,553,18,486,66700,33100,0,97000,700,2000,100,35000,6000,30000,80900,15400,108,1876400,1904200,1913800,1884300,1902600,505,303,70000,30000,0,517,390,400,445,253,333,422,304,481,407,244,71,569,290,103,23,14,47,49,1027,23,15,1,7,8,1069,49100,9640,59,6675,410,61,199,527,33,58210,32470,65410,21180,61270,27680,45290,32460,42420,5210,6530,11750,L720,2007,Thurgove,Steckborn,,
237,485,18,469,75000,24600,0,92400,300,7100,0,48000,5000,34000,79100,10100,134,1874600,1906900,1920300,1884200,1886700,544,391,64000,36000,0,404,497,280,580,270,384,429,348,361,526,251,170,492,354,123,23,7,58,101,970,22,16,3,6,8,972,38030,13080,256,5607,403,72,193,639,23,47700,44200,52170,36480,49640,40840,45700,38840,43490,4910,6420,11320,L820,2008,Thurgove,Weinfelden,,
350,639,24,530,3300,91700,0,5400,400,94000,100,34000,7000,26000,65800,16300,179,1910900,1940000,1929500,1913600,1913200,480,180,88000,12000,0,335,287,624,190,472,241,191,324,428,256,153,0,654,143,155,26,22,87,0,964,34,21,4,13,17,966,61530,17510,0,4236,141,33,42,612,80,43480,22370,74390,10070,55640,17530,52610,22610,39350,38440,10460,48890,L121,2101,Ticino,Bellinzona,,
257,693,19,353,300,96400,0,200,200,99400,100,22000,5000,16000,83000,43100,149,1906600,1927000,1922900,1899500,1917700,899,82,34000,63000,3000,668,191,909,19,663,126,424,591,811,90,198,0,796,80,88,27,9,51,0,594,26,23,-4,2,-2,666,81360,9040,1,2947,23,8,56,872,23,73960,16980,89760,2050,82540,8870,59050,12530,54300,1460,3720,5180,L221,2102,Ticino,Bienio,,
306,706,6,429,1700,96000,0,3200,300,96300,100,30000,3000,28000,78900,30700,151,1898300,1930000,1930000,1913900,1917500,672,149,16000,31000,53000,522,216,779,70,507,182,284,408,627,157,207,0,708,116,134,29,13,88,0,855,27,22,-1,6,4,899,68190,15950,0,5264,74,14,23,874,16,62320,16450,80330,3220,70380,10530,51100,13690,44780,12740,8470,21210,L321,2103,Ticino,Leventina,,
252,603,18,399,2700,95700,0,3700,800,95000,100,35000,8000,28000,75600,33400,176,1901000,1940000,1940000,1913500,1910400,690,250,72000,25000,3000,372,387,637,212,607,331,362,475,498,304,203,25,644,160,142,34,20,74,11,754,25,20,3,5,8,773,63050,18150,22,4419,140,32,44,546,53,51320,29980,70810,16210,61420,22840,59750,36780,51830,7630,9420,17050,L421,2104,Ticino,Locarno,,
270,580,20,447,2900,92700,100,3700,700,95200,100,27000,10000,27000,76300,19600,198,1911000,1935000,1935000,1904100,1907800,591,260,67000,30000,3000,212,527,561,246,645,243,337,407,354,413,192,13,597,163,184,36,20,95,6,832,29,21,8,8,16,874,55720,22600,8,3344,168,50,96,504,82,43600,33500,69120,13290,55540,24040,58240,25870,46800,12610,16560,29180,L521,2105,Ticino,Lugano,,
283,563,4,500,1100,96500,0,1600,300,97900,100,22000,15000,24000,72800,17500,199,1907000,1935000,1935000,1904000,1906900,482,352,82000,18000,0,238,409,269,549,378,420,217,350,249,458,165,6,504,208,216,48,24,102,3,923,30,22,7,8,15,906,58430,24830,11,2815,372,132,218,402,48,39030,31740,48320,35580,43260,33480,50810,48330,45490,47710,27150,74860,L621,2106,Ticino,Mendrisio,,
397,692,35,552,4300,84200,0,4100,200,95400,200,39000,0,28000,66100,29100,148,1895400,1928500,1930000,1908000,1917000,589,141,100000,0,0,516,199,761,82,462,193,242,367,606,156,165,0,647,99,206,37,10,124,0,927,38,23,-8,15,7,944,67720,18720,0,5834,173,30,28,732,20,70070,8760,75710,3900,72210,6910,39830,21400,37990,21210,5770,26980,L721,2107,Ticino,Riviera,,
223,789,9,274,200,99500,0,5300,100,94600,0,28000,5000,20000,81500,50600,142,1898900,1932000,1929100,1916000,1935000,1040,60,67000,19000,14000,676,191,942,20,688,141,310,612,839,86,255,22,775,106,82,30,6,48,5,581,21,24,-5,-3,-8,600,86280,6120,4,7187,154,21,20,703,12,65190,25000,92020,1370,79950,12010,63300,6280,54990,2430,3210,5630,L821,2108,Ticino,Vallemaggia,,
279,524,26,508,80400,18700,100,8700,84400,5500,0,35000,3000,17000,69000,13800,136,1889600,1926000,1922600,1910800,1903000,355,277,80000,1000,19000,500,272,219,277,122,244,412,241,432,274,176,2,598,185,157,35,26,57,1,1069,27,17,-2,10,8,1052,52300,10130,3,11982,830,69,29,854,19,56690,25700,57820,12080,57090,20800,36390,20870,35940,12730,16960,29700,L122,2201,Vaud,Aigle,,
299,572,18,507,96300,3400,0,5900,92800,1200,0,31000,5000,9000,73500,10100,130,1881300,1914900,1919000,1879400,1906800,255,226,4000,96000,0,682,190,114,403,34,309,444,174,583,227,194,5,650,190,102,31,27,39,3,1055,25,19,-10,5,-5,1065,55710,3730,6,8389,631,75,283,613,40,71560,18410,72970,10550,72100,15360,39230,26620,38770,5230,10190,15420,L222,2202,Vaud,Aubonne,,
279,569,28,463,91200,7100,1500,22500,75200,1600,0,40000,5000,23000,78300,14700,145,1890000,1914200,1918300,1907300,1907200,276,212,66000,34000,0,639,221,230,270,87,244,486,209,554,231,175,6,589,236,133,22,21,39,4,1004,25,20,-12,5,-6,979,50380,4720,2,8125,300,37,272,649,32,67430,24220,69130,14010,68060,20470,37350,25160,36770,4350,12070,16420,L322,2203,Vaud,Avenches,,
284,509,19,541,94000,5600,200,5500,91300,3100,0,44000,3000,16000,69600,12500,137,1884700,1918400,1920100,1903400,1892300,231,201,18000,82000,0,655,246,127,444,34,249,444,155,573,277,192,22,644,196,107,36,17,39,9,1115,23,18,-3,5,2,1124,49280,5200,8,10872,779,72,258,659,7,68690,21420,72850,13190,70160,18510,36720,25200,35370,3140,4290,7430,L422,2204,Vaud,Cossonay,,
339,618,21,533,74900,24700,200,4200,94400,1400,0,33000,4000,10000,73000,12100,152,1884100,1919700,1926500,1914400,1912400,255,166,0,100000,0,760,161,351,326,86,293,453,170,690,189,203,8,686,177,88,31,17,31,5,1115,25,20,-7,6,-2,1092,56730,2480,6,8477,536,63,314,617,0,79810,13940,84280,7240,81560,11320,40350,24960,39050,1560,3640,5200,L522,2205,Vaud,Echallens,,
270,510,24,506,95100,4400,0,5400,93000,1300,0,30000,3000,17000,71800,13200,130,1878700,1911600,1922000,1897400,1903000,319,296,30000,20000,50000,379,503,74,651,54,276,407,227,309,537,195,209,463,387,109,22,19,33,86,1003,25,16,-17,8,-9,1025,63970,3500,69,8710,516,59,287,576,27,64510,39590,50290,34710,59330,37820,30860,33420,36410,2550,4380,6940,L622,2206,Vaud,Grandson,,
171,373,26,418,73200,23100,1300,13700,73600,8400,100,47000,2000,33000,78100,19500,129,1881900,1913600,1920400,1889600,1874400,344,337,11000,89000,0,108,443,20,399,72,275,353,297,82,430,99,16,213,394,258,31,104,99,2,904,23,15,26,7,33,895,30220,19950,5,5214,770,148,227,629,58,15000,48470,21820,32110,16980,43730,37260,21290,28990,9040,12110,21150,L722,2207,Vaud,Lausanne,,
280,514,5,540,94200,5200,0,3300,94600,2000,0,45000,1000,26000,68800,17200,132,1884900,1921400,1920000,1880400,1879000,349,342,0,0,100000,203,644,22,724,35,272,355,250,157,664,234,256,368,457,117,45,13,32,94,1147,28,16,-11,11,0,1014,70180,4530,154,19793,2010,102,50,840,1,33890,52140,32140,43530,33390,49680,27500,25030,28560,3940,3970,7910,L822,2208,Vaud,La,Vallee,
263,497,18,512,93200,6200,100,4900,91700,2800,0,33000,4000,16000,71200,13400,118,1889000,1915500,1920900,1903400,1899200,353,193,56000,44000,0,657,190,453,264,186,316,381,249,606,208,164,4,683,164,104,38,10,44,2,1051,25,18,-7,7,0,985,49670,5140,1,5563,596,107,137,669,109,67880,20760,78160,8640,71880,16040,42350,20980,38950,4400,4510,8910,L922,2209,Vaud,Lavaux,,
238,473,15,487,89600,9300,300,7000,89500,3000,100,37000,2000,18000,72100,17300,134,1877800,1915500,1921000,1908900,1902000,258,228,78000,22000,0,513,287,115,418,54,269,372,202,432,314,165,11,571,223,136,36,34,41,4,993,24,18,2,6,8,996,39580,7200,5,7774,581,75,222,636,83,58530,29330,63930,16980,60530,24770,39040,25350,36970,5860,7240,13100,L1022,2210,Vaud,Morges,,
300,553,33,512,93000,6300,300,6600,91700,1600,0,29000,2000,12000,74100,9900,151,1881400,1915700,1926200,1887800,1905100,312,248,0,100000,0,604,289,205,515,83,322,412,211,520,337,187,70,553,292,98,34,22,40,38,1077,27,18,-7,8,2,1059,49310,3560,35,8677,640,74,296,589,0,62530,28940,66930,21210,64200,26010,39550,30930,37930,2090,4370,6460,L1122,2211,Vaud,Moudon,,
220,430,13,497,80800,17700,500,7600,88800,2900,0,25000,3000,13000,76200,18900,132,1888900,1921800,1919400,1902200,1860000,320,295,69000,28000,3000,487,309,81,468,49,318,405,236,391,346,152,4,518,236,173,43,30,59,1,1033,21,17,-1,4,2,989,36380,14190,3,9873,910,92,210,629,69,48850,33890,55120,18720,50960,28790,36340,21850,33600,3830,7630,11460,L1222,2212,Vaud,Nyone,,
322,509,25,615,88100,11400,0,5300,88500,6100,0,39000,3000,14000,57500,10900,151,1877100,1923700,1924400,1909500,1860000,307,280,19000,81000,0,386,482,86,623,53,245,356,200,326,510,179,42,570,242,132,33,23,52,19,1100,28,17,4,11,15,1088,49950,9390,19,8095,445,55,315,576,34,49860,37270,57510,22390,52340,32450,35610,22360,32410,4650,4170,8820,L1322,2213,Vaud,Orbe,,
295,523,24,543,94200,5700,0,3500,95100,1400,0,35000,3000,5000,62800,13800,142,1883600,1915500,1921100,1904700,1906300,215,146,0,100000,0,701,173,318,356,77,275,322,155,642,201,202,5,656,204,94,36,10,36,3,1117,27,19,-11,9,-2,1049,52960,2000,1,7169,957,133,236,700,1,69830,20250,81060,8580,73970,15950,40420,19850,36890,3890,3810,7700,L1422,2214,Vaud,Oron,,
324,605,32,511,87500,11900,300,11500,86400,1900,0,28000,2000,16000,76200,14500,186,1884400,1918800,1925100,1908900,1910500,342,284,70000,30000,0,542,289,171,498,91,355,383,242,452,339,165,17,558,261,129,26,26,43,7,1051,29,18,-10,11,1,1027,56290,3530,6,8001,441,55,362,559,0,55630,31760,57470,27450,56360,30050,40390,36170,39610,4200,5100,9300,L1522,2215,Vaud,Payerne,,
287,590,13,475,92800,6900,0,11200,85300,2000,100,29000,8000,12000,72600,19400,120,1885900,1916400,1916900,1910800,1908400,364,304,0,75000,25000,577,223,166,335,96,358,479,270,466,253,204,4,631,223,97,36,13,45,3,1052,27,17,-2,10,9,996,64830,4930,2,24330,6048,249,2,913,0,66670,21590,69960,12000,67910,17990,38690,25050,37550,3810,4550,8360,L1622,2216,Vaud,Paysd'enhaut,,
253,472,12,525,87400,11900,100,7200,90000,2200,0,40000,3000,16000,68600,18900,104,1876200,1906100,1911900,1904400,1894500,284,237,83000,17000,0,609,219,165,366,66,304,415,207,518,249,161,1,581,194,157,40,26,45,0,1046,24,16,-6,8,1,1062,39730,9850,1,6123,519,85,198,531,196,62450,21690,65570,13360,63570,18700,37050,25670,35920,4130,7530,11660,L1722,2217,Vaud,Rolle,,
177,410,22,398,68000,30200,600,19200,67700,9700,100,46000,1000,26000,78500,21700,137,1890000,1917200,1920900,1902400,1860000,435,418,86000,14000,0,168,443,41,457,111,349,401,342,124,448,114,14,269,330,301,36,63,97,1,875,24,15,14,9,23,863,28090,21060,2,7104,341,48,33,731,103,18500,50690,19700,42640,18940,47720,38410,33010,36940,5040,7830,12870,L1822,2218,Vaud,Vevey,,
270,472,26,547,90000,8800,500,9400,88300,2100,0,33000,2000,19000,64000,9200,138,1892600,1917500,1922500,1902600,1903300,277,241,56000,44000,0,466,269,129,454,65,299,285,202,398,307,141,15,527,257,153,35,28,47,6,1044,26,19,-5,7,2,1013,46360,4980,8,9850,537,55,301,592,14,56590,27800,59600,21020,57690,25320,37800,30380,36590,10310,5010,15320,L1922,2219,Vaud,Yverdon,,
385,750,30,493,5100,94500,100,72900,6700,20300,0,33000,6000,16000,71400,28400,146,1885600,1927100,1928800,1922300,1940000,385,186,0,77000,23000,381,387,517,148,286,101,298,227,412,333,146,1,599,173,150,54,23,74,1,1442,33,17,-21,16,-5,1175,54190,18840,0,10814,552,51,34,942,1,42660,39670,71650,5440,52370,28210,45810,6460,33480,8810,4810,13630,L123,2301,Valais,Brig,,
381,695,20,535,400,99500,0,400,99500,100,0,35000,3000,8000,68800,16800,135,1902600,1932000,1925900,1920700,1929000,246,87,22000,51000,27000,819,124,647,174,140,224,396,171,790,133,217,0,810,109,65,7,9,23,0,1067,32,19,-9,13,5,1071,94200,440,1,5746,160,28,39,841,47,85030,10610,92940,3080,88440,7370,45250,17970,43060,1040,2340,3380,L223,2302,Valais,Conthey,,
312,690,25,431,400,95100,0,200,99300,400,100,37000,2000,14000,78100,23700,130,1894400,1932000,1930000,1886000,1923600,334,108,0,84000,16000,813,116,676,141,192,258,425,223,782,121,262,8,790,115,67,19,8,32,7,1042,24,18,-6,5,-1,1028,92730,1160,4,9588,219,23,52,916,7,84540,9560,87630,2740,85950,6440,46650,19460,45760,1550,3410,4960,L323,2303,Valais,Entremont,,
351,960,21,352,200,99800,0,99400,400,200,0,42000,2000,4000,89400,30800,183,1904100,1927000,1935000,1935000,1946000,621,113,0,0,100000,844,71,818,78,358,386,413,365,834,74,271,0,737,130,72,35,26,33,0,970,27,22,-6,5,-1,992,82100,650,0,15799,277,18,29,958,0,81020,5200,85200,1100,82920,3340,46630,14950,45380,1050,2920,3960,L423,2304,Valais,Goms,,
359,810,14,433,200,99800,0,200,98700,1100,0,30000,4000,6000,77500,22800,124,1894800,1935000,1935000,1935000,1940000,479,56,0,26000,74000,856,93,883,60,307,216,326,301,864,83,230,7,784,113,48,48,8,29,3,997,31,19,-5,12,7,1037,94000,1250,3,14798,283,19,34,940,6,84080,7020,89710,1400,86750,4360,49000,15240,47380,810,2040,2850,L523,2305,Valais,Herens,,
385,815,23,457,1500,98500,0,79700,2900,17300,0,34000,4000,6000,72300,22400,212,1881800,1930000,1935000,1907900,1940000,443,126,0,48000,52000,516,382,715,97,310,76,372,245,565,312,214,0,771,107,58,45,18,34,0,988,28,20,14,8,22,1155,64750,16710,0,8703,230,26,40,906,15,77480,10250,85960,2250,81230,6720,46780,14830,44200,2370,2870,5240,L623,2306,Valais,Leuk,,
353,669,34,503,3100,95400,0,2600,91700,5600,0,37000,3000,13000,68700,18200,146,1896900,1928500,1927400,1914900,1917000,336,190,59000,33000,8000,637,240,434,253,164,233,423,223,592,243,218,1,719,131,111,22,16,46,1,1053,30,20,3,10,13,1087,72630,7990,1,4612,194,42,62,779,53,71380,17940,78960,9010,74500,14270,43590,25970,41120,3040,3760,6790,L723,2307,Valais,Martigwy,,
334,683,26,469,4700,94800,100,3800,88800,7000,0,45000,3000,11000,73400,27000,169,1901500,1929400,1929700,1901200,1917900,310,220,70000,24000,6000,526,311,288,320,126,212,388,208,477,313,217,11,613,186,135,47,19,61,3,1053,31,20,3,10,13,1040,68160,11530,3,9302,912,98,23,848,9,60650,24510,65540,12070,62610,19540,41880,24730,40010,5450,5050,10500,L823,2308,Valais,Monthey,,
372,764,22,472,700,98900,100,65300,1800,32900,0,28000,4000,8000,67000,18900,158,1911300,1935000,1935000,1935000,1946000,507,147,0,31000,69000,597,172,351,262,160,331,352,245,537,194,229,0,823,105,39,20,13,18,0,1028,27,17,33,10,43,1468,55340,31400,0,8849,254,29,42,930,4,89030,6110,92300,2340,90570,4340,47980,25420,47080,960,1290,2250,L923,2309,Valais,Raron,,
334,655,23,492,3100,96500,0,2300,95300,2300,0,49000,4000,16000,69600,20800,144,1899500,1925900,1922800,1912600,1916300,368,238,55000,37000,8000,597,172,351,262,160,331,352,245,537,194,236,16,624,164,141,54,16,66,15,1176,26,20,-9,7,-2,1077,72520,4270,2,7130,331,46,35,849,15,47670,36010,68950,8250,55400,25920,45230,11560,36340,8840,7400,16240,L1023,2310,Valais,St,Maurice,
395,848,24,450,3100,96600,100,9600,84200,6100,0,35000,2000,8000,76700,16300,160,1882700,1932000,1930000,1918000,1929500,321,128,0,51000,49000,639,243,600,123,210,125,400,221,631,216,200,0,780,113,67,21,19,25,0,1026,35,21,8,14,22,1036,70280,7000,0,10181,232,23,29,842,30,76010,14780,88320,1960,81110,9460,45150,8580,41470,2410,3560,5980,L1123,2311,Valais,Sierre,,
299,739,15,392,3300,96500,100,14800,83100,2000,100,39000,4000,19000,81100,27600,164,1902100,1929600,1928000,1919700,1927200,298,194,0,93000,7000,534,242,348,285,169,268,338,238,490,253,163,3,681,154,104,28,33,41,1,988,28,19,-1,9,8,980,67640,5140,4,4457,142,32,61,747,104,69850,17380,80770,7760,74030,13700,41780,21700,38290,4450,9600,14060,L1223,2312,Valais,Sion,,
412,935,19,428,900,99100,0,94600,1100,4200,0,23000,4000,6000,74300,26100,168,1878500,1932000,1930000,1913000,1940000,518,117,0,25000,75000,658,193,773,93,346,179,287,310,694,162,254,0,682,97,90,113,18,50,0,1001,34,19,2,15,17,1041,79380,4140,0,7823,279,36,54,892,8,67430,7170,70740,1870,69000,4660,48620,19020,47420,5570,2440,8010,L1323,2313,Valais,Visp,,
210,467,12,435,91100,8500,0,14000,82600,2700,0,44000,1000,29000,78000,19400,136,1884800,1915300,1919200,1900100,1902000,294,284,67000,33000,0,364,412,36,539,34,314,398,259,279,445,144,74,435,334,155,36,40,51,14,945,23,17,2,5,7,910,35090,7080,20,6339,426,67,326,482,139,44870,39520,37400,29230,42620,36420,26400,24140,30090,4410,8380,12790,L124,2401,Neuchatl,Boudry,,
183,378,18,459,80000,15500,2300,11400,86100,2300,0,43000,3000,22000,76700,14200,145,1885500,1918500,1923200,1891400,1893700,401,395,0,88000,12000,70,703,15,715,90,316,351,313,53,707,145,337,90,698,167,16,29,43,74,906,24,15,-5,9,4,882,47280,8030,90,16445,6113,372,24,899,0,8200,73920,10230,69780,8860,72570,37610,31320,32580,3790,5000,8790,L224,2402,Neuchatl,La,Chauxdfnd,
222,456,12,474,85400,13900,0,7100,91500,1300,0,40000,2000,25000,74900,16400,141,1879000,1919800,1927400,1894900,1903000,381,368,0,71000,29000,178,643,33,734,72,324,354,296,135,670,143,266,248,551,151,24,25,46,77,912,26,15,-14,12,-2,916,53700,6790,69,20835,7270,349,81,741,0,19210,68850,23490,58630,20640,65450,37950,29860,33340,3230,6050,9270,L324,2403,Neuchatl,Le,Locle,
182,457,14,380,80700,17700,400,21300,73200,3800,100,50000,2000,36000,81700,21500,125,1884700,1908700,1925200,1895800,1899000,326,319,93000,7000,0,143,466,21,446,61,294,372,303,106,460,95,27,229,388,238,42,102,75,5,869,23,15,4,8,11,834,36110,11490,10,6670,440,66,434,383,102,15620,52470,14700,45680,15340,50390,29360,27760,30620,8730,11130,19860,L424,2404,Neuchatl,Neuchatel,,
252,522,12,470,93700,6200,0,11900,86500,1500,0,31000,5000,21000,83000,11300,102,1876700,1902300,1911500,1896200,1905100,420,394,0,100000,0,386,479,62,668,64,374,461,299,289,536,160,143,436,389,125,34,17,56,39,1023,27,15,-10,12,2,970,41380,3820,65,15596,1463,94,192,728,1,44150,46360,38460,42200,42130,44890,32300,33270,35390,2880,5590,8460,L524,2405,Neuchatl,Val,de,Ruz
273,509,16,522,87000,12600,0,8200,87500,4200,0,39000,2000,24000,70200,16700,158,1879800,1919400,1924100,1891300,1902000,382,369,0,93000,7000,210,629,34,684,57,288,394,271,162,644,163,204,280,503,159,38,20,54,63,989,27,16,-6,11,5,968,44180,8270,64,14617,1787,122,252,673,0,33850,52460,24920,53260,30980,52720,25910,32530,32200,3690,4730,8420,L624,2406,Neuchatl,ValdeTravers,,
130,255,41,416,47500,47300,2000,14300,74000,9200,100,53000,2000,55000,79700,21600,122,1881500,1916300,1919000,1840000,1840000,467,466,100000,0,0,12,502,1,479,41,349,376,360,8,493,116,27,4,388,487,14,106,172,5,858,17,17,-2,0,-2,845,25810,36750,20,0,0,0,0,0,0,340,44230,210,43960,300,44150,21690,31400,31540,6110,9000,15110,L125,2501,Geneve,V.,De,Geneve
155,298,15,496,53000,44600,300,10700,81700,5800,0,48000,3000,56000,72600,15900,115,1879400,1910000,1919000,1840000,1840000,312,298,100000,0,0,285,421,44,501,50,289,347,255,223,442,117,13,453,287,188,48,24,88,3,996,17,16,22,2,23,919,18050,30210,11,8757,1276,146,213,585,104,34780,51190,46450,26200,38160,43960,35220,17250,28940,4110,10660,14770,L225,2502,Geneve,Rive,Droite,
138,270,24,465,42200,52500,1300,8700,80100,7400,100,41000,2000,50000,74500,19300,115,1882200,1912000,1919000,1840000,1840000,358,349,100000,0,0,164,472,25,509,64,327,366,311,120,484,110,12,310,351,268,31,39,103,2,902,19,17,27,2,29,843,19140,36500,11,6132,608,99,228,553,94,24100,54810,32410,33510,26540,48550,35920,20310,29420,5260,9070,14320,L325,2503,Geneve,Rive,Gauche,
